+----------+----------+---------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------+--------------+-------------------+------------------+---------------------------------------------+
| ObjectID |  Medium  |            Date           |                                                                     Dimensions                                                                    | DateAcquired |     Department    |  Classification  |                     URL                     |
|  150469  | Drypoint |            2001           |                                plate: 11 1/2 x 8 7/16" (29.2 x 21.4 cm); sheet: 17 1/8 x 15 1/16" (43.5 x 38.2 cm)                                |  2012-02-07  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/150469 |
|  84137   | Drypoint |            1999           |                                plate: 7 15/16 x 5 1/4" (20.2 x 13.4 cm); sheet: 17 1/16 x 15 1/16" (43.4 x 38.2 cm)                               |  2002-04-04  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/84137 |
|  153414  | Drypoint |            2004           |       plate: 9 3/8 x 6 3/4" (23.8 x 17.2 cm); sheet: 13 3/8 x 9 9/16" (34 x 24.3 cm); frame: 16 1/4 x 12 3/8 x 1 1/2" (41.3 x 31.5 x 3.8 cm)      |  2012-02-07  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/153414 |
|  59474   | Drypoint |            1993           |                                  plate: 5 3/4 x 3 11/16" (14.6 x 9.4 cm); sheet: 10 1/4 x 10 1/16" (26 x 25.5 cm)                                 |  2008-06-18  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/59474 |
|  71082   | Drypoint |            1995           |                                 plate: 8 9/16 x 6 3/16" (21.7 x 15.7 cm); sheet: 13 3/8 x 10 3/16" (34 x 25.9 cm)                                 |  1996-11-12  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/71082 |
|  59505   | Drypoint |            1999           |                                   plate: 7 15/16 x 10 7/8" (20.1 x 27.7 cm); sheet: 13 x 14 15/16" (33 x 38 cm)                                   |  2008-06-18  | Drawings & Prints |      Print       |                                             |
|  71368   | Drypoint |            1990           |                                plate: 15 3/4 x 10 15/16" (40.1 x 27.8 cm); sheet: 25 15/16 x 19 11/16" (66 x 50 cm)                               |  1993-11-17  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/71368 |
|  119806  | Drypoint |            2003           |                                plate: 11 15/16 x 9 15/16" (30.3 x 25.2 cm); sheet: 18 1/2 x 14 1/16" (47 x 35.7 cm)                               |  2008-10-08  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/119806 |
|  150577  | Drypoint |            2004           |                                plate: 11 7/8 x 11 13/16" (30.1 x 30 cm); sheet: 17 1/16 x 16 5/16" (43.4 x 41.4 cm)                               |  2012-10-03  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/150577 |
|  84292   | Drypoint |            1996           |                                   plate: 4 x 8 7/8" (10.1 x 22.5 cm); sheet: 6 9/16 x 11 5/16" (16.6 x 28.8 cm)                                   |  2008-06-18  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/84292 |
|  150701  | Drypoint |         2000-2001         |                                 plate: 4 3/4 x 5 3/4" (12.1 x 14.6 cm); sheet: 8 11/16 x 9 5/16" (22.1 x 23.6 cm)                                 |  2012-02-07  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/150701 |
|  11015   | Drypoint |            1995           |                                    plate: 4 x 9 15/16" (10.1 x 25.2cm); page: 11 7/8 x 11 7/8" (30.1 x 30.1 cm)                                   |  1996-03-12  | Drawings & Prints | Illustrated Book |  http://www.moma.org/collection/works/11015 |
|  71038   | Drypoint |            1995           |                                    plate: 8 1/2 x 6 1/4" (21.6 x 15.8 cm); sheet: 9 15/16 x 7 1/2" (25 x 19 cm)                                   |  1996-11-12  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/71038 |
|  155806  | Drypoint |            2009           |                                    plate: 9 x 6 3/8" (22.9 x 16.2 cm); sheet: 13 1/2 x 10 1/2" (34.3 x 26.7 cm)                                   |  2012-02-07  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/155806 |
|  76857   | Drypoint |            2000           |                                   plate: 5 13/16 x 4 15/16" (14.7 x 12.5 cm); sheet: 11 x 10 7/8" (28 x 27.7 cm)                                  |  2001-05-24  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/76857 |
|  119361  | Drypoint |            1999           |                                    plate: 8 3/8 x 11" (21.3 x 28 cm); sheet: 11 1/4 x 14 7/8" (28.5 x 37.8 cm)                                    |  2008-10-08  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/119361 |
|  59491   | Drypoint |            1995           |                                  plate: 8 1/2 x 6 1/4" (21.6 x 15.8 cm); sheet: 11 13/16 x 9 5/16" (30 x 23.7 cm)                                 |  2008-06-18  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/59491 |
|  84140   | Drypoint |            1999           |                                plate: 11 7/8 x 9 15/16" (30.2 x 25.2 cm); sheet: 17 1/8 x 15 1/16" (43.5 x 38.2 cm)                               |  2002-04-04  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/84140 |
|  68105   | Drypoint |         1946-1947         |                                   plate: 7 3/4 x 2 1/2" (19.7 x 6.4 cm); sheet: 10 1/8 x 6 15/16" (25 x 17.7 cm)                                  |  1993-11-17  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/68105 |
|  150623  | Drypoint |            2005           |                                   plate: 8 1/16 × 9 3/8" (20.4 × 23.8 cm); sheet: 15 1/16 × 17" (38.2 × 43.2 cm)                                  |  2012-10-03  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/150623 |
|  150682  | Drypoint |            2009           |                                     plate: 8 15/16 x 6 7/16" (22.7 x 16.4 cm); sheet: 12 x 9" (30.5 x 22.9 cm)                                    |  2012-10-03  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/150682 |
|  72293   | Drypoint |            1992           |                               plate: 38 15/16 x 30 7/8" (98.9 x 78.4 cm); sheet: 58 7/8 x 39 1/2" (149.5 x 100.3 cm)                              |  1996-11-12  | Drawings & Prints |      Print       |                                             |
|  10124   | Drypoint |            1992           |                                  plate: 7 5/16 x 5 3/8" (18.6 x 13.6 cm); page: 11 1/2 x 8 3/4" (29.2 x 22.2 cm)                                  |  1993-01-18  | Drawings & Prints | Illustrated Book |  http://www.moma.org/collection/works/10124 |
|  84157   | Drypoint |            1999           |                                plate: 10 3/16 x 8 7/16" (25.8 x 21.5 cm); sheet: 10 3/16 x 8 7/16" (25.8 x 21.5 cm)                               |  2002-04-04  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/84157 |
|  150706  | Drypoint |          c. 2003          |                                  plate: 4 3/4 x 5 3/4" (12.1 x 14.6 cm); sheet: 7 13/16 x 8 3/4" (19.9 x 22.3 cm)                                 |  2012-02-07  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/150706 |
|  116421  | Drypoint |            1999           |                                 plate: 8 15/16 x 11 7/8" (22.7 x 30.2 cm); sheet: 10 15/16 x 14" (27.8 x 35.5 cm)                                 |  2008-06-18  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/116421 |
|  171685  | Drypoint |            2009           |                                   plate: 8 7/8 x 6 5/16" (22.5 x 16 cm); sheet: 13 3/8 x 10 3/8" (34 x 26.3 cm)                                   |  2013-10-10  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/171685 |
|  10119   | Drypoint |            1992           |                                  plate: 7 5/16 x 5 3/8" (18.6 x 13.6 cm); page: 11 1/2 x 8 3/4" (29.2 x 22.2 cm)                                  |  1993-01-18  | Drawings & Prints | Illustrated Book |  http://www.moma.org/collection/works/10119 |
|  61318   | Drypoint |            1994           |                                   plate: 4 3/4 x 8 15/16" (12 x 22.7 cm); sheet: 13 3/8 x 22 5/8" (34 x 57.4 cm)                                  |  1997-03-06  | Drawings & Prints |      Print       |  http://www.moma.org/collection/works/61318 |
|  150434  | Drypoint |            2006           |                                    plate: 3 15/16 x 5 7/8" (10 x 15 cm); sheet: 8 7/8 x 9 1/2" (22.6 x 24.1 cm)                                   |  2012-10-03  | Drawings & Prints |      Print       | http://www.moma.org/collection/works/150434 |
